,docId,isValid,passage,passage_id
442,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin (E-cad), [PROTEIN2] alpha-catenin [/PROTEIN2] (alpha-cat) and [PROTEIN1] beta-catenin [/PROTEIN1] (beta-cat) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
443,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin (E-cad), alpha-catenin (alpha-cat) and [PROTEIN1] beta-catenin [/PROTEIN1] ([PROTEIN2] beta-cat [/PROTEIN2]) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
444,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin (E-cad), alpha-catenin ([PROTEIN2] alpha-cat [/PROTEIN2]) and [PROTEIN1] beta-catenin [/PROTEIN1] (beta-cat) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
445,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin ([PROTEIN2] E-cad [/PROTEIN2]), alpha-catenin (alpha-cat) and [PROTEIN1] beta-catenin [/PROTEIN1] (beta-cat) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
446,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin (E-cad), [PROTEIN1] alpha-catenin [/PROTEIN1] (alpha-cat) and beta-catenin ([PROTEIN2] beta-cat [/PROTEIN2]) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
447,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin (E-cad), [PROTEIN1] alpha-catenin [/PROTEIN1] ([PROTEIN2] alpha-cat [/PROTEIN2]) and beta-catenin (beta-cat) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
448,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin ([PROTEIN2] E-cad [/PROTEIN2]), [PROTEIN1] alpha-catenin [/PROTEIN1] (alpha-cat) and beta-catenin (beta-cat) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
449,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin (E-cad), alpha-catenin ([PROTEIN2] alpha-cat [/PROTEIN2]) and beta-catenin ([PROTEIN1] beta-cat [/PROTEIN1]) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
450,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin ([PROTEIN2] E-cad [/PROTEIN2]), alpha-catenin (alpha-cat) and beta-catenin ([PROTEIN1] beta-cat [/PROTEIN1]) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
451,BioInfer.d34,False,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin ([PROTEIN2] E-cad [/PROTEIN2]), alpha-catenin ([PROTEIN1] alpha-cat [/PROTEIN1]) and beta-catenin (beta-cat) in ACC, and compared it with that in the normal labial gland.",BioInfer.d34.s0
452,BioInfer.d35,True,[PROTEIN1] Aip1p [/PROTEIN1] interacts with cofilin to disassemble [PROTEIN2] actin [/PROTEIN2] filaments.,BioInfer.d35.s0
453,BioInfer.d35,True,[PROTEIN1] Aip1p [/PROTEIN1] interacts with [PROTEIN2] cofilin [/PROTEIN2] to disassemble actin filaments.,BioInfer.d35.s0
454,BioInfer.d35,True,Aip1p interacts with [PROTEIN2] cofilin [/PROTEIN2] to disassemble [PROTEIN1] actin [/PROTEIN1] filaments.,BioInfer.d35.s0
455,BioInfer.d35,True,"Aip1p localizes to cortical actin patches in yeast cells, and this localization is disrupted by specific [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] and cofilin mutations.",BioInfer.d35.s1
456,BioInfer.d35,True,"[PROTEIN2] Aip1p [/PROTEIN2] localizes to cortical actin patches in yeast cells, and this localization is disrupted by specific [PROTEIN1] actin [/PROTEIN1] and cofilin mutations.",BioInfer.d35.s1
457,BioInfer.d35,True,"Aip1p localizes to cortical actin patches in yeast cells, and this localization is disrupted by specific [PROTEIN1] actin [/PROTEIN1] and [PROTEIN2] cofilin [/PROTEIN2] mutations.",BioInfer.d35.s1
458,BioInfer.d35,False,"[PROTEIN2] Aip1p [/PROTEIN2] localizes to cortical actin patches in yeast cells, and this localization is disrupted by specific [PROTEIN1] actin [/PROTEIN1] and cofilin mutations.",BioInfer.d35.s1
459,BioInfer.d35,False,"Aip1p localizes to cortical actin patches in yeast cells, and this localization is disrupted by specific [PROTEIN1] actin [/PROTEIN1] and [PROTEIN2] cofilin [/PROTEIN2] mutations.",BioInfer.d35.s1
460,BioInfer.d35,False,"[PROTEIN1] Aip1p [/PROTEIN1] localizes to cortical actin patches in yeast cells, and this localization is disrupted by specific actin and [PROTEIN2] cofilin [/PROTEIN2] mutations.",BioInfer.d35.s1
461,BioInfer.d35,True,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of [PROTEIN1] actin [/PROTEIN1], [PROTEIN2] cofilin [/PROTEIN2], and Aip1p in an apparent ternary complex.",BioInfer.d35.s2
462,BioInfer.d35,True,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of [PROTEIN1] actin [/PROTEIN1], cofilin, and [PROTEIN2] Aip1p [/PROTEIN2] in an apparent ternary complex.",BioInfer.d35.s2
463,BioInfer.d35,True,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of actin, [PROTEIN1] cofilin [/PROTEIN1], and [PROTEIN2] Aip1p [/PROTEIN2] in an apparent ternary complex.",BioInfer.d35.s2
464,BioInfer.d35,False,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of [PROTEIN1] actin [/PROTEIN1], [PROTEIN2] cofilin [/PROTEIN2], and Aip1p in an apparent ternary complex.",BioInfer.d35.s2
465,BioInfer.d35,False,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2], cofilin, and Aip1p in an apparent ternary complex.",BioInfer.d35.s2
466,BioInfer.d35,False,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of [PROTEIN1] actin [/PROTEIN1], [PROTEIN2] cofilin [/PROTEIN2], and Aip1p in an apparent ternary complex.",BioInfer.d35.s2
467,BioInfer.d35,False,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of [PROTEIN1] actin [/PROTEIN1], cofilin, and [PROTEIN2] Aip1p [/PROTEIN2] in an apparent ternary complex.",BioInfer.d35.s2
468,BioInfer.d35,False,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of [PROTEIN2] actin [/PROTEIN2], [PROTEIN1] cofilin [/PROTEIN1], and Aip1p in an apparent ternary complex.",BioInfer.d35.s2
469,BioInfer.d35,False,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of actin, [PROTEIN1] cofilin [/PR[PROTEIN2] cofilin [/PROTEIN2], and Aip1p in an apparent ternary complex.",BioInfer.d35.s2
470,BioInfer.d35,False,"A two-hybrid-based approach using cofilin and actin mutants identified residues necessary for the interaction of actin, [PROTEIN1] cofilin [/PROTEIN1], and [PROTEIN2] Aip1p [/PROTEIN2] in an apparent ternary complex.",BioInfer.d35.s2
471,BioInfer.d35,True,"Here, we report that Aip1p also interacts with the ubiquitous [PROTEIN1] actin depolymerizing factor [/PROTEIN1] [PROTEIN2] cofilin [/PROTEIN2].",BioInfer.d35.s3
472,BioInfer.d35,True,"Here, we report that [PROTEIN2] Aip1p [/PROTEIN2] also interacts with the ubiquitous actin depolymerizing factor [PROTEIN1] cofilin [/PROTEIN1].",BioInfer.d35.s3
473,BioInfer.d35,False,"Here, we report that [PROTEIN2] Aip1p [/PROTEIN2] also interacts with the ubiquitous [PROTEIN1] actin depolymerizing factor [/PROTEIN1] cofilin.",BioInfer.d35.s3
474,BioInfer.d35,True,We conclude that [PROTEIN2] Aip1p [/PROTEIN2] is a [PROTEIN1] cofilin [/PROTEIN1]-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical actin patches.,BioInfer.d35.s4
475,BioInfer.d35,True,We conclude that [PROTEIN2] Aip1p [/PROTEIN2] is a cofilin-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical [PROTEIN1] actin [/PROTEIN1] patches.,BioInfer.d35.s4
476,BioInfer.d35,True,We conclude that Aip1p is a [PROTEIN2] cofilin [/PROTEIN2]-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical [PROTEIN1] actin [/PROTEIN1] patches.,BioInfer.d35.s4
477,BioInfer.d35,True,We conclude that [PROTEIN1] Aip1p [/PROTEIN1] is a [PROTEIN2] cofilin [/PROTEIN2]-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical actin patches.,BioInfer.d35.s4
478,BioInfer.d35,False,We conclude that Aip1p is a [PROTEIN1] cofilin [/PROTEIN1]-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical [PROTEIN2] actin [/PROTEIN2] patches.,BioInfer.d35.s4
479,BioInfer.d35,False,We conclude that Aip1p is a [PROTEIN1] cofilin [/PR[PROTEIN2] cofilin [/PROTEIN2]-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical actin patches.,BioInfer.d35.s4
480,BioInfer.d35,False,We conclude that Aip1p is a [PROTEIN1] cofilin [/PR[PROTEIN2] cofilin [/PROTEIN2]-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical actin patches.,BioInfer.d35.s4
481,BioInfer.d35,False,We conclude that Aip1p is a [PROTEIN2] cofilin [/PROTEIN2]-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical [PROTEIN1] actin [/PROTEIN1] patches.,BioInfer.d35.s4
482,BioInfer.d35,False,We conclude that [PROTEIN1] Aip1p [/PROTEIN1] is a [PROTEIN2] cofilin [/PROTEIN2]-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical actin patches.,BioInfer.d35.s4
483,BioInfer.d35,False,We conclude that Aip1p is a [PROTEIN1] cofilin [/PR[PROTEIN2] cofilin [/PROTEIN2]-associated protein that enhances the filament disassembly activity of cofilin and restricts cofilin localization to cortical actin patches.,BioInfer.d35.s4
484,BioInfer.d36,True,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN2] LIMK2 [/PROTEIN2] activities for cofilin phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the [PROTEIN1] protein kinase [/PROTEIN1] activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
485,BioInfer.d36,True,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN2] LIMK2 [/PROTEIN2] activities for [PROTEIN1] cofilin [/PROTEIN1] phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
486,BioInfer.d36,True,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN2] LIMK2 [/PROTEIN2] activities for [PROTEIN1] cofilin [/PROTEIN1] phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
487,BioInfer.d36,True,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN1] LIMK2 [/PROTEIN1] activities for cofilin phosphorylation and [PROTEIN2] actin [/PROTEIN2] cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
488,BioInfer.d36,True,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN2] LIMK2 [/PROTEIN2] activities for cofilin phosphorylation and [PROTEIN1] actin [/PROTEIN1] cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
489,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished LIMK2 activities for [PROTEIN2] cofilin [/PROTEIN2] phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the [PROTEIN1] protein kinase [/PROTEIN1] activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
490,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN2] LIMK2 [/PROTEIN2] activities for cofilin phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the [PROTEIN1] protein kinase [/PROTEIN1] activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
491,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished LIMK2 activities for cofilin phosphorylation and [PROTEIN2] actin [/PROTEIN2] cytoskeletal changes, whereas replacement by glutamate enhanced the [PROTEIN1] protein kinase [/PROTEIN1] activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
492,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN2] LIMK2 [/PROTEIN2] activities for cofilin phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the [PROTEIN1] protein kinase [/PROTEIN1] activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
493,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN1] LIMK2 [/PROTEIN1] activities for [PROTEIN2] cofilin [/PROTEIN2] phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
494,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN1] LIMK2 [/PROT[PROTEIN2] LIMK2 [/PROTEIN2] activities for cofilin phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
495,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN1] LIMK2 [/PROTEIN1] activities for cofilin phosphorylation and [PROTEIN2] actin [/PROTEIN2] cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
496,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN1] LIMK2 [/PROT[PROTEIN2] LIMK2 [/PROTEIN2] activities for cofilin phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
497,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished LIMK2 activities for [PROTEIN1] cofilin [/PROTEIN1] phosphorylation and [PROTEIN2] actin [/PROTEIN2] cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
498,BioInfer.d36,False,"A LIMK2 mutant with replacement of threonine 505 by valine abolished [PROTEIN1] LIMK2 [/PROT[PROTEIN2] LIMK2 [/PROTEIN2] activities for cofilin phosphorylation and actin cytoskeletal changes, whereas replacement by glutamate enhanced the protein kinase activity and stress fiber formation by LIMK2.",BioInfer.d36.s0
499,BioInfer.d37,True,"All of the experimental data were quantitatively accounted for on the basis of a 1:1 complex between [PROTEIN1] profilin [/PROTEIN1] and monomeric [PROTEIN2] actin [/PROTEIN2] with a Kr between 4 and 9 microM, the same value obtained previously in the absence of MgCl2.",BioInfer.d37.s0
500,BioInfer.d37,True,The interaction of Acanthamoeba [PROTEIN1] actin [/PROTEIN1] and Acanthamoeba [PROTEIN2] profilin [/PROTEIN2] was evaluated as a function of ionic conditions.,BioInfer.d37.s1
501,BioInfer.d39,True,"Although binding patterns of different sera were not identical, almost all sera caused [PROTEIN1] IgG [/PROTEIN1] binding to platelet components of 87-90 kD, 140 kD (identified as vinculin) and 220-240 kD (tentatively identified as talin and [PROTEIN2] actin-binding protein [/PROTEIN2]).",BioInfer.d39.s0
502,BioInfer.d39,True,"Although binding patterns of different sera were not identical, almost all sera caused [PROTEIN1] IgG [/PROTEIN1] binding to platelet components of 87-90 kD, 140 kD (identified as vinculin) and 220-240 kD (tentatively identified as [PROTEIN2] talin [/PROTEIN2] and actin-binding protein).",BioInfer.d39.s0
503,BioInfer.d39,True,"Although binding patterns of different sera were not identical, almost all sera caused [PROTEIN1] IgG [/PROTEIN1] binding to platelet components of 87-90 kD, 140 kD (identified as [PROTEIN2] vinculin [/PROTEIN2]) and 220-240 kD (tentatively identified as talin and actin-binding protein).",BioInfer.d39.s0
504,BioInfer.d39,False,"Although binding patterns of different sera were not identical, almost all sera caused IgG binding to platelet components of 87-90 kD, 140 kD (identified as vinculin) and 220-240 kD (tentatively identified as [PROTEIN2] talin [/PROTEIN2] and [PROTEIN1] actin-binding protein [/PROTEIN1]).",BioInfer.d39.s0
505,BioInfer.d39,False,"Although binding patterns of different sera were not identical, almost all sera caused IgG binding to platelet components of 87-90 kD, 140 kD (identified as [PROTEIN2] vinculin [/PROTEIN2]) and 220-240 kD (tentatively identified as talin and [PROTEIN1] actin-binding protein [/PROTEIN1]).",BioInfer.d39.s0
506,BioInfer.d39,False,"Although binding patterns of different sera were not identical, almost all sera caused IgG binding to platelet components of 87-90 kD, 140 kD (identified as [PROTEIN2] vinculin [/PROTEIN2]) and 220-240 kD (tentatively identified as [PROTEIN1] talin [/PROTEIN1] and actin-binding protein).",BioInfer.d39.s0
507,BioInfer.d41,True,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN1] profilin [/PROTEIN1] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
508,BioInfer.d41,True,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN1] profilin [/PROTEIN1] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
509,BioInfer.d41,True,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
510,BioInfer.d41,True,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROTEIN1] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
511,BioInfer.d41,True,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
512,BioInfer.d41,True,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROTEIN1] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
513,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN1] profilin [/PROTEIN1] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
514,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN1] profilin [/PROTEIN1] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
515,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN1] profilin [/P[PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized actin associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
516,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN1] profilin [/PROTEIN1] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
517,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN1] profilin [/P[PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized actin associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
518,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
519,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
520,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
521,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROTEIN1] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
522,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
523,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROTEIN1] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
524,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
525,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROTEIN1] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
526,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
527,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROTEIN1] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
528,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
529,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROTEIN1] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
530,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROT[PROTEIN2] actin [/PROTEIN2] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
531,BioInfer.d41,False,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from [PROTEIN2] profilin [/PROTEIN2] too small to account for the large shifts from unpolymerized to polymerized [PROTEIN1] actin [/PROTEIN1] associated with maximal chemoattractant stimulation.",BioInfer.d41.s0
