,docId,isValid,passage,passage_id,e1,e2
127,HPRD50.d19,False,p300/cAMP-response-element-binding-protein ('CREB')-binding protein (CBP) interacting with transcription factors is able to increase their activity on target gene promoters,HPRD50.d19.s1,cAMP-response-element-binding-protein,CREB
128,HPRD50.d19,True,"Our findings showed that the same C-terminal portion of p300 binds the N-terminal domains of both TR and MEF2A, and our in vivo studies demonstrated that TR, MEF2A and p300 form a ternary complex",HPRD50.d19.s2,p300,MEF2A
129,HPRD50.d19,True,"Our findings showed that the same C-terminal portion of p300 binds the N-terminal domains of both TR and MEF2A, and our in vivo studies demonstrated that TR, MEF2A and p300 form a ternary complex",HPRD50.d19.s2,MEF2A,p300
130,HPRD50.d19,False,"Our findings showed that the same C-terminal portion of p300 binds the N-terminal domains of both TR and MEF2A, and our in vivo studies demonstrated that TR, MEF2A and p300 form a ternary complex",HPRD50.d19.s2,p300,MEF2A
131,HPRD50.d19,False,"Our findings showed that the same C-terminal portion of p300 binds the N-terminal domains of both TR and MEF2A, and our in vivo studies demonstrated that TR, MEF2A and p300 form a ternary complex",HPRD50.d19.s2,p300,p300
132,HPRD50.d19,False,"Our findings showed that the same C-terminal portion of p300 binds the N-terminal domains of both TR and MEF2A, and our in vivo studies demonstrated that TR, MEF2A and p300 form a ternary complex",HPRD50.d19.s2,MEF2A,MEF2A
133,HPRD50.d19,False,"Our findings showed that the same C-terminal portion of p300 binds the N-terminal domains of both TR and MEF2A, and our in vivo studies demonstrated that TR, MEF2A and p300 form a ternary complex",HPRD50.d19.s2,MEF2A,p300
134,HPRD50.d20,True,"The human Imp3 and Imp4 proteins form a ternary complex with hMpp10, which only interacts with the U3 snoRNA in 60-80S ribonucleoprotein complexes",HPRD50.d20.s0,Imp3,Imp4
135,HPRD50.d20,True,"The human Imp3 and Imp4 proteins form a ternary complex with hMpp10, which only interacts with the U3 snoRNA in 60-80S ribonucleoprotein complexes",HPRD50.d20.s0,Imp3,snoRNA
136,HPRD50.d20,True,"The human Imp3 and Imp4 proteins form a ternary complex with hMpp10, which only interacts with the U3 snoRNA in 60-80S ribonucleoprotein complexes",HPRD50.d20.s0,Imp4,snoRNA
137,HPRD50.d20,False,We have cloned cDNAs encoding the human and mouse homologs of the yeast U3 snoRNP-associated proteins Imp3 and Imp4,HPRD50.d20.s1,Imp3,Imp4
138,HPRD50.d20,False,"The results of complementation experiments show that, in contrast to mouse Imp4, mouse Imp3 can partially alleviate the growth defect of the corresponding yeast null strain, indicating that the role of Imp3 in pre-rRNA processing is evolutionarily conserved",HPRD50.d20.s2,Imp4,Imp3
139,HPRD50.d20,False,"The results of complementation experiments show that, in contrast to mouse Imp4, mouse Imp3 can partially alleviate the growth defect of the corresponding yeast null strain, indicating that the role of Imp3 in pre-rRNA processing is evolutionarily conserved",HPRD50.d20.s2,Imp4,Imp3
140,HPRD50.d20,False,"The results of complementation experiments show that, in contrast to mouse Imp4, mouse Imp3 can partially alleviate the growth defect of the corresponding yeast null strain, indicating that the role of Imp3 in pre-rRNA processing is evolutionarily conserved",HPRD50.d20.s2,Imp3,Imp3
141,HPRD50.d20,True,"The results of density gradient centrifugation experiments show that, in contrast to hU3-55K, the human Imp3 and Imp4 proteins predominantly interact with the U3 snoRNA in 60-80S ribonucleoprotein complexes",HPRD50.d20.s3,Imp3,snoRNA
142,HPRD50.d20,True,"The results of density gradient centrifugation experiments show that, in contrast to hU3-55K, the human Imp3 and Imp4 proteins predominantly interact with the U3 snoRNA in 60-80S ribonucleoprotein complexes",HPRD50.d20.s3,Imp4,snoRNA
143,HPRD50.d20,False,"The results of density gradient centrifugation experiments show that, in contrast to hU3-55K, the human Imp3 and Imp4 proteins predominantly interact with the U3 snoRNA in 60-80S ribonucleoprotein complexes",HPRD50.d20.s3,Imp3,Imp4
144,HPRD50.d21,True,"In the present study, we observed evidence of cross-talk between the cannabinoid receptor CB1 and the orexin 1 receptor (OX1R) using a heterologous system",HPRD50.d21.s0,CB1,orexin 1 receptor
145,HPRD50.d21,True,"In the present study, we observed evidence of cross-talk between the cannabinoid receptor CB1 and the orexin 1 receptor (OX1R) using a heterologous system",HPRD50.d21.s0,CB1,OX1R
146,HPRD50.d21,False,"In the present study, we observed evidence of cross-talk between the cannabinoid receptor CB1 and the orexin 1 receptor (OX1R) using a heterologous system",HPRD50.d21.s0,orexin 1 receptor,OX1R
147,HPRD50.d21,False,"In contrast to OX1R, the potency of direct activation of CB1 was not affected by co-expression with OX1R",HPRD50.d21.s1,OX1R,CB1
148,HPRD50.d21,False,"In contrast to OX1R, the potency of direct activation of CB1 was not affected by co-expression with OX1R",HPRD50.d21.s1,OX1R,OX1R
149,HPRD50.d21,False,"In contrast to OX1R, the potency of direct activation of CB1 was not affected by co-expression with OX1R",HPRD50.d21.s1,CB1,OX1R
150,HPRD50.d21,False,"In addition, electron microscopy experiments revealed that CB1 and OX1R are closely apposed at the plasma membrane level; they are close enough to form hetero-oligomers",HPRD50.d21.s2,CB1,OX1R
151,HPRD50.d22,True,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",HPRD50.d22.s0,GC-GAP,Gab1
152,HPRD50.d22,True,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",HPRD50.d22.s0,GC-GAP,Gab2
153,HPRD50.d22,True,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",HPRD50.d22.s0,GTPase-activating protein,Gab1
154,HPRD50.d22,True,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",HPRD50.d22.s0,GTPase-activating protein,Gab2
155,HPRD50.d22,False,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",HPRD50.d22.s0,GC-GAP,GTPase-activating protein
156,HPRD50.d22,False,"GC-GAP, a Rho family GTPase-activating protein that interacts with signaling adapters Gab1 and Gab2",HPRD50.d22.s0,Gab1,Gab2
157,HPRD50.d22,True,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Gab1,Grb2
158,HPRD50.d22,True,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Gab1,Shp-2
159,HPRD50.d22,True,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Gab1,phosphatidylinositol 3-kinase
160,HPRD50.d22,True,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Gab2,Grb2
161,HPRD50.d22,True,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Gab2,Shp-2
162,HPRD50.d22,True,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Gab2,phosphatidylinositol 3-kinase
163,HPRD50.d22,False,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Gab1,Gab2
164,HPRD50.d22,False,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Grb2,Shp-2
165,HPRD50.d22,False,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Grb2,phosphatidylinositol 3-kinase
166,HPRD50.d22,False,"Gab1 and Gab2 are scaffolding proteins acting downstream of cell surface receptors and interact with a variety of cytoplasmic signaling proteins such as Grb2, Shp-2, phosphatidylinositol 3-kinase, Shc, and Crk",HPRD50.d22.s1,Shp-2,phosphatidylinositol 3-kinase
167,HPRD50.d22,True,"In addition, GC-GAP contains several classic proline-rich motifs, and it interacts with the first SH3 domain of Crk and full-length Nck in vitro",HPRD50.d22.s2,GC-GAP,Nck
168,HPRD50.d22,True,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",HPRD50.d22.s3,Gab1,GC-GAP
169,HPRD50.d22,True,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",HPRD50.d22.s3,Gab1,Cdc42
170,HPRD50.d22,True,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",HPRD50.d22.s3,Gab2,GC-GAP
171,HPRD50.d22,True,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",HPRD50.d22.s3,Gab2,Cdc42
172,HPRD50.d22,False,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",HPRD50.d22.s3,Gab1,Gab2
173,HPRD50.d22,False,"We propose that Gab1 and Gab2 in cooperation with other adapter molecules might regulate the cellular localization of GC-GAP under specific stimuli, acting to regulate precisely Rac and Cdc42 activities",HPRD50.d22.s3,GC-GAP,Cdc42
174,HPRD50.d22,False,This work led to identification of a novel GTPase-activating protein (GAP) for Rho family GTPases,HPRD50.d22.s4,GTPase-activating protein,GAP
175,HPRD50.d22,False,"The GAP domain shows high similarity to the recently cloned CdGAP and displays activity toward RhoA, Rac1, and Cdc42 in vitro",HPRD50.d22.s5,CdGAP,Rac1
176,HPRD50.d22,False,"The GAP domain shows high similarity to the recently cloned CdGAP and displays activity toward RhoA, Rac1, and Cdc42 in vitro",HPRD50.d22.s5,CdGAP,Cdc42
177,HPRD50.d22,False,"The GAP domain shows high similarity to the recently cloned CdGAP and displays activity toward RhoA, Rac1, and Cdc42 in vitro",HPRD50.d22.s5,Rac1,Cdc42
178,HPRD50.d22,True,The protein was named GC-GAP for its ability to interact with GAB proteins and its activity toward Rac and Cdc42,HPRD50.d22.s6,GC-GAP,GAB
179,HPRD50.d22,True,The protein was named GC-GAP for its ability to interact with GAB proteins and its activity toward Rac and Cdc42,HPRD50.d22.s6,GC-GAP,Cdc42
180,HPRD50.d22,False,The protein was named GC-GAP for its ability to interact with GAB proteins and its activity toward Rac and Cdc42,HPRD50.d22.s6,GAB,Cdc42
181,HPRD50.d22,True,Expression of GC-GAP in 293T cells led to a reduction in active Rac1 and Cdc42 levels but not RhoA,HPRD50.d22.s7,GC-GAP,Rac1
182,HPRD50.d22,True,Expression of GC-GAP in 293T cells led to a reduction in active Rac1 and Cdc42 levels but not RhoA,HPRD50.d22.s7,GC-GAP,Cdc42
183,HPRD50.d22,False,Expression of GC-GAP in 293T cells led to a reduction in active Rac1 and Cdc42 levels but not RhoA,HPRD50.d22.s7,Rac1,Cdc42
184,HPRD50.d23,True,A role for Plk1 phosphorylation of NudC in cytokinesis,HPRD50.d23.s0,Plk1,NudC
185,HPRD50.d23,True,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,Plk1,NudC
186,HPRD50.d23,True,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,Plk1,NudC
187,HPRD50.d23,True,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,NudC,Plk1
188,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,Plk1,Plk1
189,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,Plk1,NudC
190,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,Plk1,NudC
191,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,Plk1,Plk1
192,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,NudC,Plk1
193,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,NudC,NudC
194,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,NudC,NudC
195,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,NudC,Plk1
196,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,Plk1,NudC
197,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,Plk1,Plk1
198,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,NudC,NudC
199,HPRD50.d23,False,"Here, we characterize the interaction between Plk1 and NudC, show that Plk1 phosphorylates NudC at conserved S274 and S326 residues in vitro, and present evidence that NudC is also a substrate for Plk1 in vivo",HPRD50.d23.s1,NudC,Plk1
200,HPRD50.d23,False,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",HPRD50.d23.s2,NudC,NudC
201,HPRD50.d23,False,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",HPRD50.d23.s2,NudC,NudC
202,HPRD50.d23,False,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",HPRD50.d23.s2,NudC,Plk1
203,HPRD50.d23,False,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",HPRD50.d23.s2,NudC,NudC
204,HPRD50.d23,False,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",HPRD50.d23.s2,NudC,Plk1
205,HPRD50.d23,False,"Downregulation of NudC by RNA interference results in multiple mitotic defects, including multinucleation and cells arrested at the midbody stage, which are rescued by ectopic expression of wild-type NudC, but not by NudC with mutations in the Plk1 phosphorylation sites",HPRD50.d23.s2,NudC,Plk1
206,HPRD50.d23,True,These results suggest that Plk1 phosphorylation of NudC may influence cytokinesis,HPRD50.d23.s3,Plk1,NudC
207,HPRD50.d24,True,Specific interaction of Egr1 and c/EBPbeta leads to the transcriptional activation of the human low density lipoprotein receptor gene,HPRD50.d24.s0,Egr1,low density lipoprotein receptor
208,HPRD50.d24,True,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,HPRD50.d24.s1,LDL receptor,oncostatin M
209,HPRD50.d24,True,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,HPRD50.d24.s1,LDLR,oncostatin M
210,HPRD50.d24,True,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,HPRD50.d24.s1,oncostatin M,LDLR
211,HPRD50.d24,False,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,HPRD50.d24.s1,LDL receptor,LDLR
212,HPRD50.d24,False,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,HPRD50.d24.s1,LDL receptor,LDLR
213,HPRD50.d24,False,The sterol-independent regulatory element (SIRE) of the LDL receptor (LDLR) promoter mediates oncostatin M (OM)-induced transcription of the LDLR gene through a cholesterol-independent pathway,HPRD50.d24.s1,LDLR,LDLR
214,HPRD50.d25,True,TR2 orphan receptor functions as negative modulator for androgen receptor in prostate cancer cells PC-3,HPRD50.d25.s0,TR2,androgen receptor
215,HPRD50.d25,False,TR2 orphan receptor functions as negative modulator for androgen receptor in prostate cancer cells PC-3,HPRD50.d25.s0,TR2,PC-3
216,HPRD50.d25,False,TR2 orphan receptor functions as negative modulator for androgen receptor in prostate cancer cells PC-3,HPRD50.d25.s0,androgen receptor,PC-3
217,HPRD50.d25,False,BACKGROUND: Both androgen receptor (AR) and orphan receptor TR2 (TR2) belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,HPRD50.d25.s1,androgen receptor,TR2
218,HPRD50.d25,False,BACKGROUND: Both androgen receptor (AR) and orphan receptor TR2 (TR2) belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,HPRD50.d25.s1,androgen receptor,TR2
219,HPRD50.d25,False,BACKGROUND: Both androgen receptor (AR) and orphan receptor TR2 (TR2) belong to the steroid nuclear receptor superfamily and are expressed in prostate cancer tissue and cell lines,HPRD50.d25.s1,TR2,TR2
220,HPRD50.d25,False,The interaction between AR and TR2 was assessed by glutathione-S-transferase (GST) pull-down assay and mammalian two-hybrid system assay,HPRD50.d25.s2,TR2,glutathione-S-transferase
221,HPRD50.d25,False,The interaction between AR and TR2 was assessed by glutathione-S-transferase (GST) pull-down assay and mammalian two-hybrid system assay,HPRD50.d25.s2,TR2,GST
222,HPRD50.d25,False,The interaction between AR and TR2 was assessed by glutathione-S-transferase (GST) pull-down assay and mammalian two-hybrid system assay,HPRD50.d25.s2,glutathione-S-transferase,GST
223,HPRD50.d26,True,The protein pVHL functions in a multi-subunit E3 ubiquitin ligase that targets the hypoxia-inducible transcription factor Hif1 alpha for proteasomal degradation during normoxia,HPRD50.d26.s0,pVHL,Hif1 alpha
224,HPRD50.d26,True,"We establish that pVHL binds to Tat-binding protein-1 (TBP-1), a component of the 19S regulatory complex of the proteasome",HPRD50.d26.s1,pVHL,Tat-binding protein-1
225,HPRD50.d26,True,"We establish that pVHL binds to Tat-binding protein-1 (TBP-1), a component of the 19S regulatory complex of the proteasome",HPRD50.d26.s1,pVHL,TBP-1
226,HPRD50.d26,False,"We establish that pVHL binds to Tat-binding protein-1 (TBP-1), a component of the 19S regulatory complex of the proteasome",HPRD50.d26.s1,Tat-binding protein-1,TBP-1
227,HPRD50.d26,True,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,HPRD50.d26.s2,TBP-1,pVHL
228,HPRD50.d26,True,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,HPRD50.d26.s2,TBP-1,pVHL
229,HPRD50.d26,True,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,HPRD50.d26.s2,TBP-1,Hif1 alpha
230,HPRD50.d26,False,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,HPRD50.d26.s2,pVHL,pVHL
231,HPRD50.d26,False,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,HPRD50.d26.s2,pVHL,Hif1 alpha
232,HPRD50.d26,False,TBP-1 associates with the beta-domain of pVHL and complexes with pVHL and Hif1 alpha in vivo,HPRD50.d26.s2,pVHL,Hif1 alpha
233,HPRD50.d26,True,Overexpression of TBP-1 promotes degradation of Hif1 alpha in a pVHL-dependent manner that requires the ATPase domain of TBP-1,HPRD50.d26.s3,TBP-1,Hif1 alpha
234,HPRD50.d26,True,Overexpression of TBP-1 promotes degradation of Hif1 alpha in a pVHL-dependent manner that requires the ATPase domain of TBP-1,HPRD50.d26.s3,Hif1 alpha,TBP-1
235,HPRD50.d26,False,Overexpression of TBP-1 promotes degradation of Hif1 alpha in a pVHL-dependent manner that requires the ATPase domain of TBP-1,HPRD50.d26.s3,TBP-1,TBP-1
236,HPRD50.d26,True,Blockade of TBP-1 expression by small interfering RNA (siRNA) causes prolonged degradation kinetics of Hif1 alpha,HPRD50.d26.s4,TBP-1,Hif1 alpha
237,HPRD50.d26,True,Several distinct mutations in exon 2 of VHL disrupt binding of pVHL to TBP-1,HPRD50.d26.s5,VHL,TBP-1
238,HPRD50.d26,True,Several distinct mutations in exon 2 of VHL disrupt binding of pVHL to TBP-1,HPRD50.d26.s5,pVHL,TBP-1
239,HPRD50.d26,False,Several distinct mutations in exon 2 of VHL disrupt binding of pVHL to TBP-1,HPRD50.d26.s5,VHL,pVHL
240,HPRD50.d26,True,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",HPRD50.d26.s6,pVHL,Hif1 alpha
241,HPRD50.d26,False,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",HPRD50.d26.s6,pVHL,TBP-1
242,HPRD50.d26,False,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",HPRD50.d26.s6,pVHL,Hif1 alpha
243,HPRD50.d26,False,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",HPRD50.d26.s6,Hif1 alpha,TBP-1
244,HPRD50.d26,False,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",HPRD50.d26.s6,Hif1 alpha,Hif1 alpha
245,HPRD50.d26,False,"A pVHL mutant containing a P154L substitution coimmunoprecipitates with Hif1 alpha, but not TBP-1, and does not promote degradation of Hif1 alpha",HPRD50.d26.s6,TBP-1,Hif1 alpha
246,HPRD50.d26,True,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,pVHL,Hif1 alpha
247,HPRD50.d26,True,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,pVHL,TBP-1
248,HPRD50.d26,True,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,Hif1 alpha,pVHL
249,HPRD50.d26,False,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,pVHL,Hif1 alpha
250,HPRD50.d26,False,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,pVHL,pVHL
251,HPRD50.d26,False,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,Hif1 alpha,TBP-1
252,HPRD50.d26,False,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,Hif1 alpha,Hif1 alpha
253,HPRD50.d26,False,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,Hif1 alpha,pVHL
254,HPRD50.d26,False,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,TBP-1,Hif1 alpha
255,HPRD50.d26,False,"Thus, the ability of pVHL to degrade Hif1 alpha depends in part on its interaction with TBP-1 and suggests a new mechanism for Hif1 alpha stabilization in some pVHL-deficient tumors",HPRD50.d26.s7,TBP-1,pVHL
256,HPRD50.d27,True,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",HPRD50.d27.s0,Pinin,SRp75
257,HPRD50.d27,True,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",HPRD50.d27.s0,Pinin,SRm300
258,HPRD50.d27,True,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",HPRD50.d27.s0,DRS,SRp75
259,HPRD50.d27,True,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",HPRD50.d27.s0,DRS,SRm300
260,HPRD50.d27,False,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",HPRD50.d27.s0,Pinin,DRS
261,HPRD50.d27,False,"Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells",HPRD50.d27.s0,SRp75,SRm300
262,HPRD50.d27,False,"Three SR-rich proteins were identified that interact with the C-terminus of Pnn: SRp75 and SRm300, known components of spliceosome machinery, and a novel 130-kDa nuclear protein, SRrp130",HPRD50.d27.s1,SRp75,SRm300
